
🇨🇳埋堆堆堆,#genre#
CCTV7,http://119.163.199.98:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.53.218.182:9902/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://119.163.199.98:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.53.218.182:9902/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://119.163.199.98:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://116.128.242.83:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://116.128.224.11:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://182.117.136.117:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.53.218.182:9902/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://59.173.183.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://119.163.199.98:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.53.218.182:9902/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://59.173.183.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://59.173.243.210:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://119.163.199.98:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://59.173.183.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://182.117.136.117:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://119.163.199.98:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://182.117.136.117:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.53.218.182:9902/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://119.163.199.98:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://59.173.183.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.53.218.182:9902/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://36.35.16.98:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV17,http://36.249.151.144:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15http://124.115.205.101:8888/newlive/live/hls/17/live.m3u8
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/1.m3u8
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV1,http://60.10.139.10:8801/hls/1/index.m3u8
CCTV2,http://60.10.139.10:8801/hls/2/index.m3u8
CCTV3,http://60.10.139.10:8801/hls/3/index.m3u8
CCTV4,http://60.10.139.10:8801/hls/4/index.m3u8
CCTV5,http://60.10.139.10:8801/hls/5/index.m3u8
CCTV6,http://60.10.139.10:8801/hls/6/index.m3u8
CCTV7,http://60.10.139.10:8801/hls/7/index.m3u8
CCTV8,http://60.10.139.10:8801/hls/8/index.m3u8
CCTV9,http://60.10.139.10:8801/hls/9/index.m3u8
CCTV10,http://60.10.139.10:8801/hls/10/index.m3u8
CCTV11,http://60.10.139.10:8801/hls/11/index.m3u8
CCTV12,http://60.10.139.10:8801/hls/12/index.m3u8
CCTV13,http://60.10.139.10:8801/hls/13/index.m3u8
CCTV14,http://60.10.139.10:8801/hls/14/index.m3u8
CCTV15,http://60.10.139.10:8801/hls/15/index.m3u8
CCTV17,http://60.10.139.10:8801/hls/17/index.m3u8











🇨🇳港·澳·台,#genre#
有线新闻台,P2p://generationnexxxt.com:19806/f40dc92cdc224868b83be4156ec315dc

无线新闻台,P2p://generationnexxxt.com:19806/132be793de424970abd09ef9fe09db07#P2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0

无线新闻备,P2p://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9

Now新闻台,P2p://generationnexxxt.com:19806/b9ba3f0b06b14fe69ac2cbf51c77d816

无线翡翠台,P2p://generationnexxxt.com:19806/2c1ef45c2c174f5c8df4d049e1cbccfd

﻿无线翡翠备,P2p://147.135.39.171:9906/66430d4f000a06ccb0b20a650b4b5d65

有线综合台,P2p://generationnexxxt.com:19806/532d47eca340456a814ba21cc5e68a52

有线赛马台,P2p://generationnexxxt.com:19806/e38b0ea6a9174a92bf7f30a36d4e0fe9

无线赛马台,P2p://generationnexxxt.com:19806/2cd619b81446414fb605daa1e86bebd6

无线Plus台,P2p://generationnexxxt.com:19806/faf51cf453a84400be019b14939e49f6#P2p://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d

无线Popc台,P2p://generationnexxxt.com:19806/3ae0f859370b4f17baec42495be6f043#P2p://generationnexxxt.com:19806/63cdb28090d949ed824376fab51fdd12

无线星河台,P2p://generationnexxxt.com:19806/e94f4c244af8464fb06eff4c9da250a6#P2p://generationnexxxt.com:19806/afcbb73766d64754bd8d35fc330aae1c

无线娱乐台,P2p://generationnexxxt.com:19806/e77d39049c07479ab0ff57800c6e5b06#P2p://generationnexxxt.com:19806/05e767dba8fa48e9ba386ed231c94318

无线明珠台,P2p://generationnexxxt.com:19806/066930b0d2764f05a9b8a0019efe82fe#P2p://generationnexxxt.com:19806/6ea5ab8d22f04024b3fac9bfb2b243aa

无线粤片台,P2p://generationnexxxt.com:19806/3d6644cc478648c2952a8c69cb9fccf5

无线亚洲台,P2p://generationnexxxt.com:19806/08cc25f383fd45e8b063efb2b2708dbc

无线功夫台,P2p://generationnexxxt.com:19806/85398bbb5112406b95c5780d36d3a173

无线戏曲台,P2p://generationnexxxt.com:19806/131a3f2bbae740fc982903c576a97920

无线千禧台,P2p://generationnexxxt.com:19806/b3069418cdff4c69bb544e4b1ff04d56

无线黄金台,P2p://generationnexxxt.com:19806/1444d681fb1b44d4a20ff001c2bb2f7c#P2p://generationnexxxt.com:19806/99b70f5afa114465aa463db0cfed6569

天映经典国,P2p://generationnexxxt.com:19806/3496dc2c5dc1421c8c403eb9c475753e

天映频道粤,P2p://generationnexxxt.com:19806/179f2b9026a9449198a6486cb1bc8481

美亚电影国,P2p://generationnexxxt.com:19806/6c34f21c2c634e5db469a2971a6e4ed0

美亚电影粤,P2p://generationnexxxt.com:19806/81ea49b841454e1c901ac507f231a581

ViuTV台粤,P2p://generationnexxxt.com:19806/956aa1340cd5439689da84cff7a5eaae

ViuTV台英,P2p://generationnexxxt.com:19806/ea75ceca822f454bb858845559d5fc55#P2p://generationnexxxt.com:19806/b6f920891ad9473ca6f839df7616f580

now财经台,P2p://generationnexxxt.com:19806/415e15f33f8b4b5b95a400a406abd534#P2p://generationnexxxt.com:19806/f0dd1f92af2845c2abd2ff29aff2b8ca

香港财经台,P2p://generationnexxxt.com:19806/b6594fa379204fc5b11ba4bc3fe7d932#P2p://generationnexxxt.com:19806/bddf0c6b88474142a2cab7219a93af54

港台电视31,P2p://generationnexxxt.com:19806/c7cd517a9e5b44a9b6037c90f998627f

港台电视32,P2p://generationnexxxt.com:19806/8ef4a2b7bac54aba8b17dfd2071df91f

凤凰中文台,P2p://generationnexxxt.com:19806/d897c583969747fc8a362653e01faf4f#P2p://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f	

凤凰信息台,P2p://generationnexxxt.com:19806/d207c4a98e784d1299a9aa63268f21c6#P2p://generationnexxxt.com:19806/3f7b6ed02526445e89ce536992d04ef5

凤凰香港台,P2p://generationnexxxt.com:19806/51ed8623722a469f8caa15a0e12a6761

澳门-MACAU,P2p://generationnexxxt.com:19806/a2bbc4a4feec4168804624c67fdea801#P2p://generationnexxxt.com:19806/b08e564af8cf49e2a0fadaf4978a04cf

澳门莲花,P2p://generationnexxxt.com:19806/f7ac1f0fdbe64fcc82cee29e0b590242#P2p://generationnexxxt.com:19806/cd6e7bcddc7c4e6ea2e6d7b6dfa03ae8

HandsUp,P2p://generationnexxxt.com:19806/7c21e515d5264c9fa21035456fd5024a

Thrill,P2p://generationnexxxt.com:19806/d20fff7aa7d64ab19d2a39da2970734a
中视新闻台,P2p://generationnexxxt.com:19806/75f4ea0339f14b62b1df49ede1723daa

寰宇新闻台,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a

华视新闻,P2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39

NHK新闻资讯台,P2p://generationnexxxt.com:19806/6dd38f99d9ca484aa3f0a2a50f60ba0f

无线新闻台(备),P2p://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9

无线新闻台,P2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0

CGTN,P2p://generationnexxxt.com:19806/1b5e656dd2604b7e9af1133db1f40955

BBCWorldNews,P2p://generationnexxxt.com:19806/68b66fcb526a469c95968a8a62c27f01

CNBC,P2p://generationnexxxt.com:19806/0c7b37b4c3254709945af2916fe4848b

BloombergTV,P2p://generationnexxxt.com:19806/b7a11fd04a2f4a44acdab32693edee1e

CNA,P2p://generationnexxxt.com:19806/061076408ecc4e4c97af6cbe74f897d9

壹电视新闻台,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b

年代新闻(备),P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73

东森新闻台,P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b

中天新闻台,P2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9

民视新闻台,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03

三立新闻台,P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1

TVBS新闻台,P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9

东森财经新闻台,P2p://generationnexxxt.com:19806/5634f613b7f84f81a5c56a6af4311d57

非凡新闻台,P2p://generationnexxxt.com:19806/3d7f2e1d0e04407ba29c656092041b09

TNN16,P2p://generationnexxxt.com:19806/7462454333594bef83cd252fa653d14e

JKN18,P2p://generationnexxxt.com:19806/5e7619bcc3d648419a7be15d55b0a6df

三立iNEWS,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16

SkyNews,P2p://generationnexxxt.com:19806/82241dd85d9e4dad885f1c12b11e3d2e

Euronews,P2p://generationnexxxt.com:19806/43dedaf8037e43ceb06f46baa4391692

France24,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0

600TV,P2p://generationnexxxt.com:19806/cc580b16770e42c081a08a4ee737b28b

非凡商业台,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d

CBSN,P2p://generationnexxxt.com:19806/3d6d0c5a24e847369695ae867576a4e9

FoxNews,P2p://generationnexxxt.com:19806/a6e8a65e41004e1dbc0ee1c762a5d30e

NDTV,P2p://generationnexxxt.com:19806/ed51f8ce798c4eb6b1d55d499370d722

ABCAustralia,P2p://generationnexxxt.com:19806/cab3e899c937431f812c75c84b5cdf5f

台视新闻台,P2p://generationnexxxt.com:19806/3e72f4e960264195b41106221611a5a7

寰宇新闻台湾台,P2p://generationnexxxt.com:19806/eca259193814499a8bea04411ffceb1e

台视财经台,P2p://generationnexxxt.com:19806/adf452cad7a246ca8ccc8301f8184c6e

CNN,P2p://generationnexxxt.com:19806/88e503d015b54c75866ce86732601017

now财经台,P2p://generationnexxxt.com:19806/f0dd1f92af2845c2abd2ff29aff2b8ca

东森新闻台(备),P2p://generationnexxxt.com:19806/f848bf771436495b9ce252af20bea6e2

镜新闻,P2p://generationnexxxt.com:19806/65372d81bcb84ef4b76dd34a6f0e32bc

now新闻台,P2p://generationnexxxt.com:19806/86a69c6de155405ba916819e2634aa74

FoxNews,P2p://generationnexxxt.com:19806/f8b4af1fac554568956d500f533ed0cf

BBCWorldNews,P2p://generationnexxxt.com:19806/f666946be06f45e8a2e08ebf1136d385

CNNUSA,P2p://generationnexxxt.com:19806/2c9b8717e3bc4b01b2a76d8ae7ad9776

CBCNews,P2p://generationnexxxt.com:19806/fda21da704634e48b989ed9d33807e01

MSNBC,P2p://generationnexxxt.com:19806/81bf2e7056d94f06a8efb784036f8d38

CTVNews,P2p://generationnexxxt.com:19806/236beb5caf9a4a66afcca1d7cc0a104d

BusinessNewsNetwork,P2p://generationnexxxt.com:19806/0634014988a34226a3a034b527309099

CP24,P2p://generationnexxxt.com:19806/1e461dd783af47a395e0bb79180148d2

TheWeatherNetwork,P2p://generationnexxxt.com:19806/95294525f47d423081bec37b4a5f1537

TheWeatherChannel,P2p://generationnexxxt.com:19806/118d5553ab4e4acc946d08c9d2299949

香港国际财经台,P2p://generationnexxxt.com:19806/bddf0c6b88474142a2cab7219a93af54

年代新闻,P2p://generationnexxxt.com:19806/f8c807d770a8429da9d058b516902907

中天新闻台(B),P2p://147.135.39.171:9906/668829a300087a07bea90b34300003a6

无线新闻台(B),P2p://generationnexxxt.com:19806/132be793de424970abd09ef9fe09db07

now财经台(B),P2p://generationnexxxt.com:19806/415e15f33f8b4b5b95a400a406abd534

FoxNews(B),P2p://generationnexxxt.com:19806/95842d0c7228442a91d0e8a46a8ee1c9

三立iNEWS(B),P2p://generationnexxxt.com:19806/1d4ae63a90fa4f77b866e6f907a2c82c

香港国际财经台(B),P2p://generationnexxxt.com:19806/b6594fa379204fc5b11ba4bc3fe7d932

BBCWorldNews(B),P2p://generationnexxxt.com:19806/7fa4771def7c4896b1b9ea7e022f278c

now新闻台(B),P2p://generationnexxxt.com:19806/b9ba3f0b06b14fe69ac2cbf51c77d816

三立新闻台(B),P2p://generationnexxxt.com:19806/69427a93f58247d1a31f424cbadc6c4d

东森新闻台(B),P2p://generationnexxxt.com:19806/e9f96143b31a4e869309a60c27c66bc4

TVBS新闻台(B),P2p://generationnexxxt.com:19806/bb6082c57bae466b9e6c64ba43f2c1e1

年代新闻(B),P2p://generationnexxxt.com:19806/cd32e0feca2244288f8a878d7aacf0fc

非凡新闻台(B),P2p://generationnexxxt.com:19806/a404066e65af4566931c773a385ed1e3










🇨🇳电影频道,#genre#
邵氏影院,http://159.75.85.63:35455/douyu/4246519
邵氏影院,http://43.138.170.29:35455/douyu/4246519
超级电影,http://[2409:8087:7000:20:1000::22]:6060/000000001000/1000000004000002120/index.m3u8?channel-id=ystenlive&Contentid=1000000004000002120&livemode=1&stbId=3
ChC家庭,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226315/index.m3u8
影院剧场,http://159.75.85.63:35455/douyu/9249162
凌儿影院,http://maomao.kandiantv.cn/douyu1.php?id=1377142
大吉大利,https://pull.kktv8.com/livekktv/128600025.flv
吃米滴虫,http://159.75.85.63:35455/douyu/315457
冰冰经典,http://159.75.85.63:35455/douyu/74374
星爷影院,http://159.75.85.63:35455/douyu/508118
凌儿影院,http://159.75.85.63:35455/douyu/1377142
麓山迷踪,http://159.75.85.63:35455/douyu/4505431
瑶瑶恐怖,http://159.75.85.63:35455/douyu/2935323
怡寶影院,http://159.75.85.63:35455/douyu/434971
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
神乐剧场,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐剧院,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
神乐影剧,http://159.75.85.63:35455/douyu/122402
可乐影院,http://159.75.85.63:35455/douyu/20415
小宇60帧,http://159.75.85.63:35455/douyu/323876
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
國語電影,http://159.75.85.63:35455/douyu/2436390
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
花卷陪看,http://159.75.85.63:35455/douyu/52787
漫威剧情,http://159.75.85.63:35455/douyu/6140589
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
鬼片恐怖,http://159.75.85.63:35455/douyu/2935323
小u*鬼片,http://159.75.85.63:35455/douyu/96577
吃奶滴虫,http://159.75.85.63:35455/douyu/263824
变种人片,http://159.75.85.63:35455/douyu/9651304
喜剧电影,http://159.75.85.63:35455/douyu/9292492
女神电影,http://159.75.85.63:35455/douyu/747764
华语经典,http://159.75.85.63:35455/douyu/434971
避风影院,http://159.75.85.63:35455/douyu/9826611
欧美大片,http://159.75.85.63:35455/douyu/2793084
贝爷max,http://159.75.85.63:35455/douyu/4332
贝爷影厅,http://159.75.85.63:35455/douyu/252802
译制国语,http://159.75.85.63:35455/douyu/2436390
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
南宁影院,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
乌克兰影,http://serv25.vintera.tv:8081/test/aris/playlist.m3u8
小宇60帧,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
花卷陪看,http://maomao.kandiantv.cn/douyu1.php?id=52787
漫威剧情,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖,http://maomao.kandiantv.cn/douyu1.php?id=2935323
小U鬼片,http://maomao.kandiantv.cn/douyu1.php?id=96577
菜园惊险,http://maomao.kandiantv.cn/douyu1.php?id=1735337
吃奶滴虫,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典,http://maomao.kandiantv.cn/douyu1.php?id=434971
避风影院,http://maomao.kandiantv.cn/douyu1.php?id=9826611
星星影院,http://maomao.kandiantv.cn/douyu1.php?id=315131
欧美大片,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅,http://maomao.kandiantv.cn/douyu1.php?id=252802
译制国语,http://maomao.kandiantv.cn/douyu1.php?id=2436390
邵氏影院,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=4246519
凌儿影院,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=1377142
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
神乐影院,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=122402
可乐影院,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=20415
冰冰剧场,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=74374
小宇60帧,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=323876
吃米滴虫,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=315457
冰冰经典,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=74374
恐怖惊悚,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=96577
電影劇場,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=7575350
國語電影,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=2436390
豆瓣高分,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=8770422
花卷陪看,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=52787
漫威剧情,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=6140589
霍格沃茨,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=8814650
鱼宝恐怖,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=1165374
鬼片恐怖,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=2935323
小U鬼片,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=96577
吃奶滴虫,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=263824
变种人片,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=9651304
喜剧电影,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=9292492
女神电影,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=747764
华语经典,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=434971
避风影院,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=9826611
欧美大片,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=2793084
贝爷影厅,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=252802
译制国语,http://103.45.68.47:666/gy/gy_lqkLOp/斗鱼.php?id=2436390


🇨🇳春晚现场,#genre#
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8


🇨🇳景区直播,#genre#
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
新疆天山(定海神针),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
黄花城水长城02,http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
湖南张家界水绕四门,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
